39033631,454," American Revolutionary War","2017-07-25 18:19:49.0"
39033631,455," American Revolutionary War","2017-07-25 18:19:54.0"
39033631,455," American Revolutionary War","2017-07-25 18:19:54.0","2017-07-25 18:20:03.0",1,https://en.wikipedia.org/wiki/American_Revolutionary_War,"<b>American Revolutionary War</b> - <b>Wikipedia</b>","The <b>American Revolutionary War</b> (1775–1783), also known as the <b>American War</b> of Independence, was a global <b>war</b> that began as a conflict between Great Britain and her ..."
39033631,455," American Revolutionary War","2017-07-25 18:19:54.0","2017-07-25 18:21:09.0",1,https://en.wikipedia.org/wiki/American_Revolutionary_War,"<b>American Revolutionary War</b> - <b>Wikipedia</b>","The <b>American Revolutionary War</b> (1775–1783), also known as the <b>American War</b> of Independence, was a global <b>war</b> that began as a conflict between Great Britain and her ..."
39033631,464," American Revolutionary War español","2017-07-25 18:22:49.0"
39033631,464," American Revolutionary War español","2017-07-25 18:22:49.0","2017-07-25 18:23:04.0",1,https://en.wikipedia.org/wiki/American_Revolutionary_War,"<b>American Revolutionary War</b> - <b>Wikipedia</b>","The <b>American Revolutionary War</b> (1775–1783), also known as the <b>American War</b> of Independence, was a global <b>war</b> that began as a conflict between Great Britain and ..."
39764508,469,"sintomas causas y prevencion del mal de altura","2017-07-25 18:26:56.0"
39764508,470,"sintomas causas y prevencion del mal de altura","2017-07-25 18:26:59.0"
39764508,470,"sintomas causas y prevencion del mal de altura","2017-07-25 18:26:59.0","2017-07-25 18:27:01.0",2,https://infotratamiento.com/consejos-salud/mal-de-altura/,"Qué es el <b>Mal</b> <b>de</b> <b>Altura</b>? Síntomas, <b>Causas</b> <b>y</b> Prevención","<b>C ausas del mal de altura</b>. La presión atmosférica <b>y</b> por tanto con ella, la presión parcial en oxígeno, ... 3 <b>Causas del mal de altura</b> ; 4 Prevención <b>y</b> cuidados;"
39764508,494,"La guerra revolucionaria americana también se conoce como guerra americana de la libertad","2017-07-25 18:32:17.0"
39764508,494,"La guerra revolucionaria americana también se conoce como guerra americana de la libertad","2017-07-25 18:32:17.0","2017-07-25 18:32:23.0",1,https://es.wikipedia.org/wiki/Guerra_de_Independencia_de_los_Estados_Unidos,"<b>Guerra</b> <b>de</b> Independencia <b>de</b> los <b>Estados Unidos</b> - Wikipedia ...","<b>La guerra de la</b> independencia <b>de Estados Unidos</b> ... (esta operación <b>de</b> transporte <b>se conoce como</b> &quot;noble ... Más tarde Holanda <b>también se</b> unirá a <b>la</b> coalición ..."
39001000,439,"war","2017-07-25 18:16:52.0"
39378680,663,"symptoms, causes and prevention of altitude sickness","2017-07-25 20:10:29.0"
39378680,663,"symptoms, causes and prevention of altitude sickness","2017-07-25 20:10:29.0","2017-07-25 20:11:00.0",1,http://www.healthline.com/health/altitude-sickness,"<b>Altitude Sickness</b>: <b>Causes</b>, <b>Symptoms</b>, and Diagnosis","<b>Altitude sickness</b> is common for travelers ascending to high elevations. Here&#39;s a look at the <b>symptoms</b> and how to <b>prevent</b> it."
39378680,665,"American War ","2017-07-25 20:11:20.0"
39378680,665,"American War ","2017-07-25 20:11:20.0","2017-07-25 20:11:28.0",1,https://en.wikipedia.org/wiki/American_Revolutionary_War,"<b>American Revolutionary War</b> - <b>Wikipedia</b>","The <b>American Revolutionary War</b> (1775–1783), also known as the <b>American War</b> of Independence, was a global <b>war</b> that began as a conflict between Great Britain and her ..."
43703523,430,"american war","2017-07-25 18:14:47.0"
43703523,430,"american war","2017-07-25 18:14:47.0","2017-07-25 18:14:58.0",1,https://en.wikipedia.org/wiki/American_Revolutionary_War,"<b>American Revolutionary War</b> - <b>Wikipedia</b>","The <b>American Revolutionary War</b> (1775–1783), also known as the <b>American War</b> of Independence, was a global <b>war</b> that began as a conflict between Great Britain and her ..."
43222726,689," американской войне","2017-07-25 20:42:44.0"
43222726,690," американской войне ГРАЖДАНСКАЯ","2017-07-25 20:43:10.0"
43222726,690," американской войне ГРАЖДАНСКАЯ","2017-07-25 20:43:10.0","2017-07-25 20:43:13.0",1,https://ru.wikipedia.org/wiki/%D0%93%D1%80%D0%B0%D0%B6%D0%B4%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0_%D0%B2_%D0%A1%D0%A8%D0%90,"<b>Гражданская</b> война в США — Википедия","В этой <b>войне</b> ... 21 октября его части были разбиты у Бэллс-Блаффа недалеко от <b>американской</b> ..."
42262643,539,"American Revolutionary War","2017-07-25 18:48:51.0"
42262643,539,"American Revolutionary War","2017-07-25 18:48:51.0","2017-07-25 18:48:55.0",1,https://en.wikipedia.org/wiki/American_Revolutionary_War,"<b>American Revolutionary War</b> - <b>Wikipedia</b>","The <b>American Revolutionary War</b> (1775–1783), also known as the <b>American War</b> of Independence, was a global <b>war</b> that began as a conflict between Great Britain and her ..."
36377397,536,"American Revolutionary War","2017-07-25 18:46:50.0"
36377397,536,"American Revolutionary War","2017-07-25 18:46:50.0","2017-07-25 18:46:54.0",1,https://en.wikipedia.org/wiki/American_Revolutionary_War,"<b>American Revolutionary War</b> - <b>Wikipedia</b>","The <b>American Revolutionary War</b> (1775–1783), also known as the <b>American War</b> of Independence, was a global <b>war</b> that began as a conflict between Great Britain and her ..."
36377397,536,"American Revolutionary War","2017-07-25 18:46:50.0","2017-07-25 18:49:43.0",2,http://www.history.com/topics/american-revolution,"<b>American Revolution</b> - Battles, Facts &amp; Pictures - <b>History.com</b>","<b>American Revolution</b>. The <b>war</b> of independence waged by the <b>American</b> colonies against Britain influenced political ideas and revolutions around the globe, as a ..."
36377397,536,"American Revolutionary War","2017-07-25 18:46:50.0","2017-07-25 18:49:59.0",4,http://www.newworldencyclopedia.org/entry/American_Revolutionary_War,"<b>American Revolutionary War</b> - <b>New World Encyclopedia</b>","The <b>American Revolutionary War</b> (1775–1783), also known as the <b>American War</b> of Independence, was the military component of the <b>American Revolution</b>. It was fought ..."
36377397,536,"American Revolutionary War","2017-07-25 18:46:50.0","2017-07-25 18:50:44.0",5,https://www.britannica.com/event/American-Revolution,"<b>American Revolution</b> | Causes, Battles, Aftermath, &amp; Facts ...","<b>American Revolution</b>, also called United States <b>War</b> of Independence or <b>American Revolutionary War</b>, (1775–83), insurrection by which 13 of Great Britain ’s North ..."
41584251,671,"Guerra Revolucionária Americana","2017-07-25 20:15:56.0"
11582908,577,"American Revolutionary War","2017-07-25 19:15:00.0"
11582908,577,"American Revolutionary War","2017-07-25 19:15:00.0","2017-07-25 19:15:05.0",1,https://en.wikipedia.org/wiki/American_Revolutionary_War,"<b>American Revolutionary War</b> - <b>Wikipedia</b>","The <b>American Revolutionary War</b> (1775–1783), also known as the <b>American War</b> of Independence, was a global <b>war</b> that began as a conflict between Great Britain and her ..."
43026943,459,"war of freedom","2017-07-25 18:21:20.0"
43026943,459,"war of freedom","2017-07-25 18:21:20.0","2017-07-25 18:21:34.0",1,https://www.nps.gov/features/warforfreedom/,"<b>War for Freedom</b> - <b>National Park Service</b>","<b>War for Freedom</b>: African Americans in the Era of the Civil <b>War</b>. In the four years of the American Civil <b>War</b>, the United States began to redeem itself from the 250 ..."
35912362,533,"guerra revolucionaria americana","2017-07-25 18:45:58.0"
35912362,533,"guerra revolucionaria americana","2017-07-25 18:45:58.0","2017-07-25 18:46:01.0",1,https://es.wikipedia.org/wiki/Guerra_de_Independencia_de_los_Estados_Unidos,"<b>Guerra</b> de Independencia de los <b>Estados Unidos</b> - Wikipedia ...","La <b>guerra</b> de Independencia de los <b>Estados Unidos</b> fue un conflicto que enfrentó a las Trece Colonias británicas originales en América del Norte contra el Reino de ..."
36201092,448,"Guerra Revolucionaria Americana","2017-07-25 18:18:39.0"
36201092,448,"Guerra Revolucionaria Americana","2017-07-25 18:18:39.0","2017-07-25 18:18:49.0",1,https://es.wikipedia.org/wiki/Guerra_de_Independencia_de_los_Estados_Unidos,"<b>Guerra</b> de Independencia de los <b>Estados Unidos</b> - Wikipedia ...","La <b>guerra</b> de Independencia de los <b>Estados Unidos</b> fue un conflicto que enfrentó a las Trece Colonias británicas originales en América del Norte contra el Reino de ..."
33792477,443,"American Revolutionary War","2017-07-25 18:17:46.0"
33792477,443,"American Revolutionary War","2017-07-25 18:17:46.0","2017-07-25 18:18:30.0",1,https://en.wikipedia.org/wiki/American_Revolutionary_War,"<b>American Revolutionary War</b> - <b>Wikipedia</b>","The <b>American Revolutionary War</b> (1775–1783), also known as the <b>American War</b> of Independence, was a global <b>war</b> that began as a conflict between Great Britain and her ..."
33792477,443,"American Revolutionary War","2017-07-25 18:17:46.0","2017-07-25 18:20:53.0",27,http://loc.gov/teachers/classroommaterials/presentationsandactivities/presentations/timeline/amrev/,"The <b>American</b> <b>Revolution</b>- <b>American</b> Memory Timeline ...","The <b>American Revolution</b> timeline covers the lead up to the <b>Revolution</b>, key battles, ... During the first two years of the <b>Revolutionary War</b>, ..."
39616594,538,"American Revolutionary War","2017-07-25 18:48:28.0"
39616594,538,"American Revolutionary War","2017-07-25 18:48:28.0","2017-07-25 18:48:35.0",1,https://en.wikipedia.org/wiki/American_Revolutionary_War,"<b>American Revolutionary War</b> - <b>Wikipedia</b>","The <b>American Revolutionary War</b> (1775–1783), also known as the <b>American War</b> of Independence, was a global <b>war</b> that began as a conflict between Great Britain and her ..."
39616594,538,"American Revolutionary War","2017-07-25 18:48:28.0","2017-07-25 18:51:44.0",2,http://www.history.com/topics/american-revolution,"<b>American Revolution</b> - Battles, Facts &amp; Pictures - <b>History.com</b>","<b>American Revolution</b>. The <b>war</b> of independence waged by the <b>American</b> colonies against Britain influenced political ideas and revolutions around the globe, as a ..."
39616594,538,"American Revolutionary War","2017-07-25 18:48:28.0","2017-07-25 18:52:46.0",3,https://www.myrevolutionarywar.com/,"The <b>American Revolutionary War</b>","<b>American Revolutionary War</b> (1775-1783), also known as the <b>American War</b> of Independence, was a <b>war</b> between the Kingdom of Great Britain and thirteen British colonies"
40431824,466,"american revolution war","2017-07-25 18:24:32.0"
40431824,466,"american revolution war","2017-07-25 18:24:32.0","2017-07-25 18:25:18.0",4,https://www.britannica.com/event/American-Revolution,"<b>American Revolution</b> | Causes, Battles, Aftermath, &amp; Facts ...","<b>American Revolution</b>, also called United States <b>War</b> of Independence or <b>American Revolutionary War</b>, (1775–83), insurrection by which 13 of Great Britain ’s North ..."
38775014,437,"American Revolutionary War","2017-07-25 18:16:33.0"
38775014,437,"American Revolutionary War","2017-07-25 18:16:33.0","2017-07-25 18:16:43.0",1,https://en.wikipedia.org/wiki/American_Revolutionary_War,"<b>American Revolutionary War</b> - <b>Wikipedia</b>","The <b>American Revolutionary War</b> (1775–1783), also known as the <b>American War</b> of Independence, was a global <b>war</b> that began as a conflict between Great Britain and her ..."
38775014,437,"American Revolutionary War","2017-07-25 18:16:33.0","2017-07-25 18:16:45.0",2,http://www.history.com/topics/american-revolution,"<b>American Revolution</b> - Battles, Facts &amp; Pictures - <b>History.com</b>","<b>American Revolution</b>. The <b>war</b> of independence waged by the <b>American</b> colonies against Britain influenced political ideas and revolutions around the globe, as a ..."
38775014,437,"American Revolutionary War","2017-07-25 18:16:33.0","2017-07-25 18:16:45.0",2,http://www.history.com/topics/american-revolution,"<b>American Revolution</b> - Battles, Facts &amp; Pictures - <b>History.com</b>","<b>American Revolution</b>. The <b>war</b> of independence waged by the <b>American</b> colonies against Britain influenced political ideas and revolutions around the globe, as a ..."
38775014,437,"American Revolutionary War","2017-07-25 18:16:33.0","2017-07-25 18:16:48.0",3,https://www.myrevolutionarywar.com/,"The <b>American Revolutionary War</b>","<b>American Revolutionary War</b> (1775-1783), also known as the <b>American War</b> of Independence, was a <b>war</b> between the Kingdom of Great Britain and thirteen British colonies"
42861604,579,"American Revolutionary War","2017-07-25 19:18:46.0"
41857441,687,"American Revolutionary War","2017-07-25 20:32:03.0"
41857441,687,"American Revolutionary War","2017-07-25 20:32:03.0","2017-07-25 20:32:06.0",1,https://en.wikipedia.org/wiki/American_Revolutionary_War,"<b>American Revolutionary War</b> - <b>Wikipedia</b>","The <b>American Revolutionary War</b> (1775–1783), also known as the <b>American War</b> of Independence, was a global <b>war</b> that began as a conflict between Great Britain and her ..."
41857441,687,"American Revolutionary War","2017-07-25 20:32:03.0","2017-07-25 20:34:56.0",5,https://www.britannica.com/event/American-Revolution,"<b>American Revolution</b> | Causes, Battles, Aftermath, &amp; Facts ...","<b>American Revolution</b>, also called United States <b>War</b> of Independence or <b>American Revolutionary War</b>, (1775–83), insurrection by which 13 of Great Britain ’s North ..."
43530879,555,"american revolutionary war patriot","2017-07-25 19:02:49.0"
43530879,556,"american revolutionary war ","2017-07-25 19:02:56.0"
43530879,556,"american revolutionary war ","2017-07-25 19:02:56.0","2017-07-25 19:02:58.0",1,https://en.wikipedia.org/wiki/American_Revolutionary_War,"<b>American Revolutionary War</b> - <b>Wikipedia</b>","The <b>American Revolutionary War</b> (1775–1783), also known as the <b>American War</b> of Independence, was a global <b>war</b> that began as a conflict between Great Britain and her ..."
43530879,556,"american revolutionary war ","2017-07-25 19:02:56.0","2017-07-25 19:03:34.0",3,https://www.myrevolutionarywar.com/,"The <b>American Revolutionary War</b>","<b>American Revolutionary War</b> (1775-1783), also known as the <b>American War</b> of Independence, was a <b>war</b> between the Kingdom of Great Britain and thirteen British colonies"
43530879,556,"american revolutionary war ","2017-07-25 19:02:56.0","2017-07-25 19:04:32.0",6,http://www.ushistory.org/declaration/revwartimeline.html,"Timeline of the <b>American Revolutionary War</b> - <b>US History</b>","A timeline of the events of the <b>American Revolution</b>, from the French and Indian <b>War</b> up through the drafting and ratification of the Constitutuion"
36181479,444,"американская революция с 1773","2017-07-25 18:18:17.0"
36181479,444,"американская революция с 1773","2017-07-25 18:18:17.0","2017-07-25 18:18:25.0",1,https://ru.wikipedia.org/wiki/%C0%EC%E5%F0%E8%EA%E0%ED%F1%EA%E0%FF_%F0%E5%E2%EE%EB%FE%F6%E8%FF,"<b>Американская</b> <b>революция</b> — Википедия","<b>Американская революция</b> — политические ... А в <b>1773</b> году ... <b>С</b> 1775 по 1778 ..."
36181479,444,"американская революция с 1773","2017-07-25 18:18:17.0","2017-07-25 18:19:08.0",2,https://ru.wikipedia.org/wiki/%C1%EE%F1%F2%EE%ED%F1%EA%EE%E5_%F7%E0%E5%EF%E8%F2%E8%E5,"Бостонское чаепитие — Википедия","<b>С</b> 1771 по <b>1773</b> год Британский чай был ещё раз импортирован в колонии в существенном ..."
36181479,444,"американская революция с 1773","2017-07-25 18:18:17.0","2017-07-25 18:19:14.0",3,https://chrontime.com/sobytiya-amerikanskaya-revolyuciya,"<b>Американская</b> <b>революция</b> - Хронтайм","<b>Американская революция</b>. <b>Американская</b> ... американцев мириться <b>с</b> навязанными ... <b>1773</b> - 1775 годы ..."
36181479,444,"американская революция с 1773","2017-07-25 18:18:17.0","2017-07-25 18:19:58.0",4,http://gufo.me/content_his/amerikanskaja-burzhuaznaja-revoljucija-33666.html,"<b>Американская</b> Буржуазная <b>Революция</b>","Основной предпосылкой разрыва тринадцати колоний <b>с</b> ... <b>Американская революция</b> ... Весной <b>1773</b> ..."
36181479,444,"американская революция с 1773","2017-07-25 18:18:17.0","2017-07-25 18:20:31.0",5,http://www.lki.ru/text.php?id=4584,"ЛКИ| <b>Американская</b> <b>революция</b> - ЛЕТОПИСЬ","<b>Американская революция</b> ... В декабре <b>1773</b> г. в Бостоне ... <b>С</b> самого начала в рядах ..."
36181479,476,"Нидерланды получили значительную независимость","2017-07-25 18:29:42.0"
36181479,479,"Нидерланды получили значительную независимость а в результате американской революции","2017-07-25 18:30:20.0"
36181479,479,"Нидерланды получили значительную независимость а в результате американской революции","2017-07-25 18:30:20.0","2017-07-25 18:30:29.0",1,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%9D%D0%B8%D0%B4%D0%B5%D1%80%D0%BB%D0%B0%D0%BD%D0%B4%D0%BE%D0%B2,"История Нидерландов — Википедия","... за <b>независимость</b>, <b>а</b> ... <b>в</b> подавлении <b>революции</b>. ... <b>в Нидерланды</b>. <b>В результате</b> ..."
36181479,490,"королевство майсур","2017-07-25 18:32:02.0"
36181479,490,"королевство майсур","2017-07-25 18:32:02.0","2017-07-25 18:32:11.0",1,http://ru.knowledgr.com/00575606/%d0%9a%d0%be%d1%80%d0%be%d0%bb%d0%b5%d0%b2%d1%81%d1%82%d0%b2%d0%be%d0%9c%d0%b0%d0%b9%d1%81%d1%83%d1%80,"<b>Королевство Майсур</b> • ru.knowledgr.com","<b>Королевство Майсур</b> было королевством южной Индии, которая, как традиционно полагают, была ..."
41187179,544,"independence on July 2, 1776","2017-07-25 18:51:16.0"
41187179,544,"independence on July 2, 1776","2017-07-25 18:51:16.0","2017-07-25 18:51:24.0",2,http://www.history.com/this-day-in-history/congress-votes-for-independence,"<b>Congress votes for independence</b> - Jul 02, <b>1776</b> - <b>HISTORY.com</b>","<b>Congress votes for independence</b>. Author. <b>History.com</b> Staff. Website Name. <b>History.com</b>. ... <b>On July</b> 1, <b>1776</b>, debate on the Lee Resolution resumed as planned, ..."
41187179,544,"independence on July 2, 1776","2017-07-25 18:51:16.0","2017-07-25 18:51:40.0",3,https://en.wikipedia.org/wiki/Independence_Day_%28United_States%29,"<b>Independence Day</b> (United States) - <b>Wikipedia</b>","Most historians have concluded that the Declaration was signed nearly a month after its adoption, on August <b>2</b>, <b>1776</b>, and not <b>on July</b> 4 as is commonly ..."
41187179,544,"independence on July 2, 1776","2017-07-25 18:51:16.0","2017-07-25 18:52:19.0",4,https://www.washingtonpost.com/news/answer-sheet/wp/2016/07/01/is-july-2-the-true-independence-day-john-adams-thought-so/,"Is <b>July</b> <b>2</b> America’s <b>true Independence Day? John Adams</b> ...","Is <b>July 2</b> America’s <b>true Independence Day? John Adams thought</b> so. ... Because it was <b>on July 2</b>, <b>1776</b>, ... So why do we celebrate <b>July</b> 4 as <b>Independence</b> Day?"
41187179,544,"independence on July 2, 1776","2017-07-25 18:51:16.0","2017-07-25 18:52:33.0",3,https://en.wikipedia.org/wiki/Independence_Day_%28United_States%29,"<b>Independence Day</b> (United States) - <b>Wikipedia</b>","Most historians have concluded that the Declaration was signed nearly a month after its adoption, on August <b>2</b>, <b>1776</b>, and not <b>on July</b> 4 as is commonly ..."
41187179,544,"independence on July 2, 1776","2017-07-25 18:51:16.0","2017-07-25 18:53:27.0",5,https://constitutioncenter.org/blog/when-is-the-real-independence-day-july-2-or-july-4/,"When is the real <b>Independence</b> Day: <b>July</b> <b>2</b> or <b>July</b> 4 ...","There’s no doubt the Founding Fathers signed the Declaration of <b>Independence</b> in <b>July 1776</b>. But which date has the legitimate claim on <b>Independence</b> Day: <b>July 2</b> or ..."
41187179,544,"independence on July 2, 1776","2017-07-25 18:51:16.0","2017-07-25 18:54:53.0",6,https://en.wikipedia.org/wiki/United_States_Declaration_of_Independence,"<b>United States Declaration of Independence</b> - <b>Wikipedia</b>","By the time that the Declaration of <b>Independence</b> was adopted in <b>July 1776</b>, ... These declarations echoed the <b>United States Declaration of Independence</b> in ..."
